,ATTRIBUTE 1,ATTRIBUTE 2,ATTRIBUTE 3,ATTRIBUTE 4,ATTRIBUTE 5,ATTRIBUTE 6,ATTRIBUTE 7,ATTRIBUTE 8,ATTRIBUTE 9,ATTRIBUTE 10,ATTRIBUTE 11,ATTRIBUTE 12,Average
0,0.8402777777777778,0.8246527777777778,0.8402777777777778,0.8220486111111112,0.8813657407407408,0.8506944444444445,0.9334490740740741,0.8995949074074074,0.8995949074074074,0.7974537037037037,0.8859953703703703,0.8755787037037037,0.8625819830246915
1,0.6062500000000001,0.5229166666666667,0.6284722222222222,0.6506944444444445,0.7548611111111111,0.8423611111111112,0.9048611111111112,0.8590277777777778,0.8395833333333332,0.6479166666666667,0.90625,0.7027777777777778,0.7388310185185186
2,0.53125,0.5625,0.4791666666666667,0.625,0.6770833333333334,0.75,0.9583333333333334,0.9166666666666666,0.7291666666666666,0.5416666666666666,0.7916666666666666,0.6458333333333334,0.6840277777777778
3,0.8298611111111112,0.8298611111111112,0.8469328703703703,0.8304398148148149,0.8813657407407408,0.8596643518518517,0.9360532407407408,0.8990162037037037,0.9042245370370371,0.8070023148148149,0.8729745370370371,0.8781828703703703,0.8646315586419754
4,0.6479166666666667,0.5659722222222222,0.6270833333333333,0.6611111111111111,0.7875,0.8423611111111112,0.9152777777777779,0.8590277777777778,0.81875,0.6583333333333333,0.8631944444444445,0.7013888888888888,0.7456597222222222
5,0.53125,0.5625,0.46875,0.6145833333333334,0.625,0.7395833333333334,0.9791666666666666,0.9166666666666666,0.7395833333333334,0.5625,0.7916666666666666,0.6666666666666666,0.6831597222222222
